parcel_id,source_identifier,situs_address,method,url,multiValueQueryString,address,city,state,zip,county,county_fips,use_code,use_group,parcelid,parcelid_display,geometry_type,ring_count,vertex_count,acres,latitude,longitude,parcel_polygon,source_url,source_snapshot_at
162830432110023106,162830432110023106,"2583 COUNTRYSIDE BLVD, CLEARWATER FL 33761",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""162830432110023106""]}","2583 COUNTRYSIDE BLVD, CLEARWATER FL 33761",CLEARWATER,FL,33761,Pinellas,12003,0430,condo,302816432110023106,30-28-16-43211-002-3106,simple-polygon,1,16,1.78,28.014934157706726,-82.72961555031074,"{""type"":""Polygon"",""coordinates"":[[[-82.72961555031074,28.014934157706726],[-82.73012926675777,28.014932162442875],[-82.73012955961433,28.01492643619763],[-82.73013087716278,28.014920823622983],[-82.73013318581265,28.01491547018033],[-82.73013642546437,28.01491051064325],[-82.73014051461756,28.014906072680038],[-82.73038588489584,28.014684905361367],[-82.73060800917479,28.014484699807735],[-82.73055509887415,28.01443830641928],[-82.73068143736533,28.014324829403098],[-82.73030316642945,28.01399274947033],[-82.73024144053754,28.013938620679006],[-82.7298125197135,28.01432522460339],[-82.72961155037454,28.01432561026794],[-82.72961555031074,28.014934157706726]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152911350720000080,152911350720000080,"1112 AMBLE LN, CLEARWATER FL 33755",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152911350720000080""]}","1112 AMBLE LN, CLEARWATER FL 33755",CLEARWATER,FL,33755,Pinellas,12003,0820,duplex-triplex,112915350720000080,11-29-15-35072-000-0080,simple-polygon,1,6,0.17,27.977080636048996,-82.76431179199385,"{""type"":""Polygon"",""coordinates"":[[[-82.76431179199385,27.977080636048996],[-82.76462161075223,27.97708097358395],[-82.76462176500092,27.977006710507524],[-82.76462185878184,27.976882939619387],[-82.76431204058945,27.976882602073783],[-82.76431179199385,27.977080636048996]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152922014760001060,152922014760001060,"1338 LAKEVIEW RD, CLEARWATER FL 33756",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152922014760001060""]}","1338 LAKEVIEW RD, CLEARWATER FL 33756",CLEARWATER,FL,33756,Pinellas,12003,0820,duplex-triplex,222915014760001060,22-29-15-01476-000-1060,simple-polygon,1,7,0.15,27.950189891148497,-82.78166623525448,"{""type"":""Polygon"",""coordinates"":[[[-82.78166623525448,27.950189891148497],[-82.7818635307082,27.95019136409643],[-82.78186126673157,27.949911197625816],[-82.78186125419384,27.949909457004303],[-82.78166396125893,27.94990798042174],[-82.78166622962715,27.95018910971863],[-82.78166623525448,27.950189891148497]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
153123434700020200,153123434700020200,"11305 1ST ST E, TREASURE ISLAND FL 33706",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""153123434700020200""]}","11305 1ST ST E, TREASURE ISLAND FL 33706",TREASURE ISLAND,FL,33706,Pinellas,12003,0820,duplex-triplex,233115434700020200,23-31-15-43470-002-0200,simple-polygon,1,5,0.12,27.774143308259497,-82.7715618922187,"{""type"":""Polygon"",""coordinates"":[[[-82.7715618922187,27.774143308259497],[-82.77167873379067,27.77423337837509],[-82.77189662281884,27.774012773690842],[-82.77177878426292,27.773923746185318],[-82.7715618922187,27.774143308259497]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
162934001100000030,162934001100000030,FL,GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""162934001100000030""]}",FL,,FL,,Pinellas,12003,1000,vacant-commercial,342916001100000030,34-29-16-00110-000-0030,complex-polygon,1,47,3.39,27.920181943586133,-82.6938405430952,"{""type"":""Polygon"",""coordinates"":[[[-82.6938405430952,27.920181943586133],[-82.69386762104466,27.920198893137556],[-82.69389628904995,27.920213634635434],[-82.69411746964735,27.92031506302877],[-82.69446893445715,27.920679364223766],[-82.6945078822638,27.920714680701447],[-82.69455176763103,27.92074508760965],[-82.69459981195568,27.92077004562826],[-82.6946511630884,27.92078911236496],[-82.69470491164591,27.920801951297268],[-82.6947601032084,27.92080833261367],[-82.69481576073903,27.920808143929538],[-82.69487089677,27.92080138932327],[-82.69492453269955,27.920788188336598],[-82.69497572011517,27.920768774062108],[-82.69502354891002,27.920743491297404],[-82.6950671716131,27.920712788300317],[-82.69511536436609,27.920670715518586],[-82.69515959209531,27.920625335600977],[-82.6951995661318,27.9205769432864],[-82.69523502941654,27.92052585120195],[-82.69524949151696,27.920497482724855],[-82.69525819094524,27.920467315982798],[-82.69526086636183,27.92043626461676],[-82.69525743441129,27.920405272952486],[-82.69524799965535,27.92037528075694],[-82.69512616773103,27.920087608488878],[-82.69454614507319,27.919981634096384],[-82.69416363741516,27.91969536253432],[-82.69428120205738,27.919179820239748],[-82.69371404523275,27.919046588251472],[-82.69376774474905,27.919359389301697],[-82.69377709758824,27.91943471834202],[-82.69377934277784,27.91951047752422],[-82.6937744647428,27.919586139026336],[-82.69376249769223,27.919661175676907],[-82.69374352360546,27.919735063672373],[-82.6937176763306,27.919807287970965],[-82.69370164864951,27.919851774633425],[-82.69369319683139,27.91989787633095],[-82.69369250644392,27.91994458235052],[-82.69369959227069,27.91999086478992],[-82.6937142995278,27.920035710135522],[-82.69373630395472,27.92007813370027],[-82.69376512415404,27.920117203024105],[-82.69380012681982,27.92015206131018],[-82.6938405430952,27.920181943586133]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152909574020010010,152909574020010010,"605 NICHOLSON ST, FL",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152909574020010010""]}","605 NICHOLSON ST, FL",,FL,,Pinellas,12003,1000,vacant-commercial,092915574020010010,09-29-15-57402-001-0010,simple-polygon,1,7,0.13,27.974601741584816,-82.79774307443576,"{""type"":""Polygon"",""coordinates"":[[[-82.79774307443576,27.974601741584816],[-82.79774709429557,27.974396982749518],[-82.79755303086951,27.974393982264672],[-82.79753442514684,27.97439368044742],[-82.79750935897593,27.97449148628084],[-82.7974821368454,27.974597710237127],[-82.79774307443576,27.974601741584816]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163102339300010010,163102339300010010,FL,GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163102339300010010""]}",FL,,FL,,Pinellas,12003,1000,vacant-commercial,023116339300010010,02-31-16-33930-001-0010,simple-polygon,1,10,0.16,27.820853757196744,-82.66875349860909,"{""type"":""Polygon"",""coordinates"":[[[-82.66875349860909,27.820853757196744],[-82.66880520551936,27.82090853753502],[-82.66885691245962,27.820963314243073],[-82.66887204899606,27.82097934894203],[-82.66913918134603,27.820992766626052],[-82.66916680195055,27.820994150623143],[-82.66903875036066,27.820795134540244],[-82.66901220995744,27.820795437302277],[-82.66870179074698,27.820798978647414],[-82.66875349860909,27.820853757196744]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
162904000003400900,162904000003400900,"1701 MCMULLEN BOOTH RD, SAFETY HARBOR FL 34695",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""162904000003400900""]}","1701 MCMULLEN BOOTH RD, SAFETY HARBOR FL 34695",SAFETY HARBOR,FL,34695,Pinellas,12003,1120,store,042916000003400900,04-29-16-00000-340-0900,complex-polygon,1,31,1.8,27.98270746136951,-82.70730228930498,"{""type"":""Polygon"",""coordinates"":[[[-82.70730228930498,27.98270746136951],[-82.7073027499261,27.98270872955934],[-82.70742806260719,27.983053356654437],[-82.70760187727393,27.983315330996312],[-82.70788466593395,27.983313874109374],[-82.70790546333049,27.983312400862868],[-82.70792579075443,27.983308229193447],[-82.70794520660746,27.983301448905593],[-82.7079632879713,27.983292208362837],[-82.70799802583,27.983271281921844],[-82.70800571348798,27.983267355778096],[-82.70801396912012,27.983264479793757],[-82.70802261322238,27.983262718059656],[-82.708031455961,27.983262109453065],[-82.70842728893966,27.983260977302226],[-82.70843230178254,27.98326135214276],[-82.70843716511585,27.98326249207328],[-82.70844173234266,27.983264363558263],[-82.70844586484442,27.983266909559056],[-82.70844943810359,27.983270053111887],[-82.70845234273176,27.983273699127427],[-82.70845449159687,27.983277736158772],[-82.7084558188539,27.983282043625497],[-82.70845628603202,27.983286489977544],[-82.70845631767317,27.983291331110365],[-82.70862774382378,27.98329044714381],[-82.7086276125009,27.98288816185313],[-82.70846422236173,27.98274469499321],[-82.70805171819177,27.982713099612084],[-82.7079956154235,27.982712840650006],[-82.70730228930498,27.98270746136951]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
173106924660040010,173106924660040010,"4401 4TH ST N, ST PETERSBURG FL 33703",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""173106924660040010""]}","4401 4TH ST N, ST PETERSBURG FL 33703",ST PETERSBURG,FL,33703,Pinellas,12003,1120,store,063117924660040010,06-31-17-92466-004-0010,simple-polygon,1,6,0.24,27.812226403931625,-82.63807459474073,"{""type"":""Polygon"",""coordinates"":[[[-82.63807459474073,27.812226403931625],[-82.63807504510773,27.812468450178233],[-82.63844635199362,27.81246673234904],[-82.638446158224,27.812285197233095],[-82.63839010701194,27.81222219347548],[-82.63807459474073,27.812226403931625]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163124979200060150,163124979200060150,"346 DR MARTIN LUTHER KIN, ST PETERSBURG FL 33705",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163124979200060150""]}","346 DR MARTIN LUTHER KIN, ST PETERSBURG FL 33705",ST PETERSBURG,FL,33705,Pinellas,12003,1120,store,243116979200060150,24-31-16-97920-006-0150,simple-polygon,1,5,0.09,27.775801012273508,-82.64684023124946,"{""type"":""Polygon"",""coordinates"":[[[-82.64684023124946,27.775801012273508],[-82.6468409439263,27.775911030879808],[-82.64715017719051,27.77590891564468],[-82.64714946419193,27.77579889524044],[-82.64684023124946,27.775801012273508]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163124773280000460,163124773280000460,"2051 1ST AVE N, ST PETERSBURG FL 33713",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163124773280000460""]}","2051 1ST AVE N, ST PETERSBURG FL 33713",ST PETERSBURG,FL,33713,Pinellas,12003,1730,office,243116773280000460,24-31-16-77328-000-0460,simple-polygon,1,5,0.13,27.77207827164195,-82.66112394330956,"{""type"":""Polygon"",""coordinates"":[[[-82.66112394330956,27.77207827164195],[-82.66112386042614,27.77242758605903],[-82.66126301064398,27.772426638937617],[-82.6612630900067,27.772077319128343],[-82.66112394330956,27.77207827164195]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163121144630090010,163121144630090010,"5700 CENTRAL AVE, ST PETERSBURG FL 33707",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163121144630090010""]}","5700 CENTRAL AVE, ST PETERSBURG FL 33707",ST PETERSBURG,FL,33707,Pinellas,12003,1730,office,213116144630090010,21-31-16-14463-009-0010,simple-polygon,1,5,0.25,27.770763796851522,-82.71086577860983,"{""type"":""Polygon"",""coordinates"":[[[-82.71086577860983,27.770763796851522],[-82.71117500153153,27.77076287870219],[-82.7111727149124,27.77045926576903],[-82.71086349489549,27.770460186593994],[-82.71086577860983,27.770763796851522]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
173118777060000010,173118777060000010,"1701 DR MARTIN LUTHER KIN, ST PETERSBURG FL 33704",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""173118777060000010""]}","1701 DR MARTIN LUTHER KIN, ST PETERSBURG FL 33704",ST PETERSBURG,FL,33704,Pinellas,12003,1730,office,183117777060000010,18-31-17-77706-000-0010,simple-polygon,1,5,0.22,27.78807907181007,-82.64623942612384,"{""type"":""Polygon"",""coordinates"":[[[-82.64623942612384,27.78807907181007],[-82.64624181715249,27.78831819025292],[-82.64658819710085,27.788317769220434],[-82.6465856237041,27.788078825812644],[-82.64623942612384,27.78807907181007]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163124436680000380,163124436680000380,"1213 ARLINGTON AVE N, ST PETERSBURG FL 33705",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163124436680000380""]}","1213 ARLINGTON AVE N, ST PETERSBURG FL 33705",ST PETERSBURG,FL,33705,Pinellas,12003,1730,office,243116436680000380,24-31-16-43668-000-0380,simple-polygon,1,5,0.14,27.77294931160151,-82.65090886512662,"{""type"":""Polygon"",""coordinates"":[[[-82.65090886512662,27.77294931160151],[-82.65106348819725,27.772949886527588],[-82.65106150949153,27.77260744795311],[-82.65090689718943,27.77260843054219],[-82.65090886512662,27.77294931160151]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152930065880000060,152930065880000060,FL,GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152930065880000060""]}",FL,,FL,,Pinellas,12003,2048,marina,302915065880000060,30-29-15-06588-000-0060,simple-polygon,1,8,0.96,27.935672437323937,-82.83929966622917,"{""type"":""Polygon"",""coordinates"":[[[-82.83929966622917,27.935672437323937],[-82.83928141969099,27.935677786829004],[-82.8393873926668,27.936518524728886],[-82.83940690121788,27.936518688247315],[-82.83960230773104,27.93652031410311],[-82.83986316936634,27.935618964779977],[-82.83949155844536,27.935615923073925],[-82.83929966622917,27.935672437323937]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152916000001300100,152916000001300100,"210 S FT HARRISON AVE, CLEARWATER FL 33756",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152916000001300100""]}","210 S FT HARRISON AVE, CLEARWATER FL 33756",CLEARWATER,FL,33756,Pinellas,12003,3912,hotel,162915000001300100,16-29-15-00000-130-0100,simple-polygon,1,7,2.32,27.963027742904444,-82.80063504408015,"{""type"":""Polygon"",""coordinates"":[[[-82.80063504408015,27.963027742904444],[-82.8000670634364,27.963030522038025],[-82.80007401604253,27.96393838105525],[-82.80110325389633,27.96391796041912],[-82.80110049714635,27.96316286849871],[-82.80063533163249,27.963173155654996],[-82.80063504408015,27.963027742904444]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163010710102001300,163010710102001300,FL,GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163010710102001300""]}",FL,,FL,,Pinellas,12003,4000,vacant-industrial,103016710102001300,10-30-16-71010-200-1300,simple-polygon,1,7,9.96,27.886540679534175,-82.69007303990703,"{""type"":""Polygon"",""coordinates"":[[[-82.69007303990703,27.886540679534175],[-82.69008524520144,27.888312334434534],[-82.69009150247172,27.889219520277855],[-82.69009776086422,27.890125237792926],[-82.69112701207035,27.89012361062417],[-82.6911045804756,27.886540260653852],[-82.69007303990703,27.886540679534175]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163007919800010090,163007919800010090,"6661 TREELAND AVE, FL",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163007919800010090""]}","6661 TREELAND AVE, FL",,FL,,Pinellas,12003,4000,vacant-industrial,073016919800010090,07-30-16-91980-001-0090,simple-polygon,1,6,0.36,27.880967264707134,-82.73015606936134,"{""type"":""Polygon"",""coordinates"":[[[-82.73015606936134,27.880967264707134],[-82.73040783443595,27.8809754758578],[-82.73040783459106,27.8809741367016],[-82.73040761148052,27.880445161566197],[-82.73015394066825,27.880437439661886],[-82.73015606936134,27.880967264707134]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152901164880000021,152901164880000021,"2076 SUNNYDALE BLVD, CLEARWATER FL 33765",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152901164880000021""]}","2076 SUNNYDALE BLVD, CLEARWATER FL 33765",CLEARWATER,FL,33765,Pinellas,12003,4120,light-manufacturing,012915164880000021,01-29-15-16488-000-0021,simple-polygon,1,6,1.15,27.987161324332607,-82.75101718507669,"{""type"":""Polygon"",""coordinates"":[[[-82.75101718507669,27.987161324332607],[-82.75101719802277,27.987162312367722],[-82.75102949936065,27.988069602401797],[-82.75149901583175,27.98807315488529],[-82.75148683888261,27.9871635532746],[-82.75101718507669,27.987161324332607]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
162903777460000020,162903777460000020,"603 PACKARD CT, SAFETY HARBOR FL 34695",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""162903777460000020""]}","603 PACKARD CT, SAFETY HARBOR FL 34695",SAFETY HARBOR,FL,34695,Pinellas,12003,4120,light-manufacturing,032916777460000020,03-29-16-77746-000-0020,simple-polygon,1,8,0.51,27.996356496995748,-82.69616549331379,"{""type"":""Polygon"",""coordinates"":[[[-82.69616549331379,27.996356496995748],[-82.69624296091897,27.99635678697043],[-82.69624501446808,27.99596446932822],[-82.6957608859912,27.99596188359033],[-82.695758642252,27.996291934053218],[-82.69575644360063,27.996323645954444],[-82.6957503669456,27.99635495606385],[-82.69616549331379,27.996356496995748]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163018125750000220,163018125750000220,"10431 72ND ST, PINELLAS PARK FL 33777",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163018125750000220""]}","10431 72ND ST, PINELLAS PARK FL 33777",PINELLAS PARK,FL,33777,Pinellas,12003,4120,light-manufacturing,183016125750000220,18-30-16-12575-000-0220,simple-polygon,1,10,2.76,27.866474969924706,-82.73833528155201,"{""type"":""Polygon"",""coordinates"":[[[-82.73833528155201,27.866474969924706],[-82.73764223888405,27.86646085850909],[-82.73725215144492,27.866452950144485],[-82.73726418761964,27.867276057613864],[-82.73718989953915,27.867274465816575],[-82.73719042944045,27.8673893732882],[-82.7383436930453,27.86741092684978],[-82.73833885665253,27.866507002114727],[-82.73833790784299,27.86649091204529],[-82.73833528155201,27.866474969924706]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163122696240000010,163122696240000010,"661 40TH ST S, ST PETERSBURG FL 33711",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163122696240000010""]}","661 40TH ST S, ST PETERSBURG FL 33711",ST PETERSBURG,FL,33711,Pinellas,12003,4800,warehouse,223116696240000010,22-31-16-69624-000-0010,complex-polygon,1,44,2.09,27.763652625241914,-82.68871331454342,"{""type"":""Polygon"",""coordinates"":[[[-82.68871331454342,27.763652625241914],[-82.6887230226983,27.763651933461624],[-82.68873248802592,27.76364989377906],[-82.68874147549504,27.76364655790026],[-82.68874976345532,27.76364200814686],[-82.68875714566617,27.763636357445915],[-82.68876343837522,27.763629745684913],[-82.68876848639336,27.76362233787671],[-82.68877216507268,27.76361431602785],[-82.68877438234092,27.763605880031022],[-82.68877508270798,27.763597239523058],[-82.68877332493717,27.763254374588126],[-82.68877185139156,27.763010636770517],[-82.68877086422519,27.763001113984107],[-82.68876803869637,27.762991888225987],[-82.68876345973271,27.76298323611457],[-82.68875726492686,27.76297542046964],[-82.68874964242795,27.762968677689045],[-82.68874082278077,27.762963210570092],[-82.68873107180204,27.762959184735358],[-82.68872068444841,27.762956721443985],[-82.6887099746609,27.762955895837393],[-82.68772052357328,27.762956908812765],[-82.68771070131798,27.762957676892444],[-82.68770113926801,27.762959816251513],[-82.6876920764994,27.76296327336091],[-82.68768374172842,27.76296796045123],[-82.68767634521883,27.762973759162843],[-82.68767007070065,27.76298052600037],[-82.68766507737611,27.76298808871322],[-82.68766148985499,27.76299625897932],[-82.6876593981431,27.763004830600334],[-82.68765885567011,27.763013588535674],[-82.68766207288074,27.763598896495697],[-82.68766305787179,27.763608410277072],[-82.68766587719306,27.763617628869525],[-82.68767044793758,27.763626273838867],[-82.68767663152332,27.763634085978445],[-82.68768424081142,27.763640827981114],[-82.68769304728642,27.76364629703727],[-82.68770278412805,27.763650329331735],[-82.6877131583901,27.763652800885662],[-82.68772385716082,27.763653639257218],[-82.68871331454342,27.763652625241914]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163124847080110090,163124847080110090,"230 21ST ST S, ST PETERSBURG FL 33712",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163124847080110090""]}","230 21ST ST S, ST PETERSBURG FL 33712",ST PETERSBURG,FL,33712,Pinellas,12003,4800,warehouse,243116847080110090,24-31-16-84708-011-0090,simple-polygon,1,11,0.55,27.768796687281494,-82.6613714164261,"{""type"":""Polygon"",""coordinates"":[[[-82.6613714164261,27.768796687281494],[-82.66152602371172,27.768795812197695],[-82.6615236559683,27.76844539936785],[-82.66136904947794,27.768446324071984],[-82.66121444298119,27.768447248603238],[-82.66107529612778,27.768448082794418],[-82.66094078845802,27.768448885642414],[-82.66094198455279,27.768799123623456],[-82.66107766157351,27.768798353078836],[-82.66121680913425,27.768797562192397],[-82.6613714164261,27.768796687281494]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
163117000003100000,163117000003100000,"6533 9TH AVE N, ST PETERSBURG FL 33710",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""163117000003100000""]}","6533 9TH AVE N, ST PETERSBURG FL 33710",ST PETERSBURG,FL,33710,Pinellas,12003,7153,institutional,173116000003100000,17-31-16-00000-310-0000,complex-polygon,1,70,46.62,27.784385282244674,-82.7258549192742,"{""type"":""Polygon"",""coordinates"":[[[-82.7258549192742,27.784385282244674],[-82.72623965843931,27.784384709274114],[-82.72623303202381,27.78362616846959],[-82.72588530307162,27.78309595223182],[-82.72587386156295,27.78096235005584],[-82.72032151009834,27.780949362173132],[-82.72033286952762,27.78257003802783],[-82.72033401985634,27.782735066503772],[-82.72033554991248,27.78295510298091],[-82.72033689065223,27.78314763860498],[-82.72033823136319,27.78334016790698],[-82.72033957210479,27.783532699910687],[-82.72034101261343,27.783738984109128],[-82.72034235033775,27.783931516117466],[-82.72034369112465,27.784124049006863],[-82.7203450309038,27.78431658099381],[-82.72034555941038,27.784394317197005],[-82.72157452449896,27.784392451159505],[-82.72157249713852,27.78419722730989],[-82.72300122638433,27.784185474449277],[-82.72306239795941,27.784181967996982],[-82.72312276504968,27.784172500803134],[-82.72318159583148,27.7841571885973],[-82.72323817719924,27.784136215595293],[-82.72329182189199,27.784109838071522],[-82.72334188161238,27.784078373460993],[-82.7233877470567,27.78404220487129],[-82.72342886408332,27.784001771070876],[-82.72346473266228,27.78395756108013],[-82.7234949180241,27.783910112307726],[-82.72350923543425,27.78388844721454],[-82.7235270861042,27.783868966402213],[-82.72354805499207,27.783852122344467],[-82.72357165562183,27.78383830562292],[-82.72359734219293,27.783827834937245],[-82.72362451869982,27.78382095525265],[-82.7236931460156,27.78380554280495],[-82.72376009531256,27.783785108180943],[-82.72382490179479,27.78375979278855],[-82.7238871161139,27.783729772247074],[-82.72394630943057,27.783695254555802],[-82.72400206934421,27.78365647831027],[-82.72535199044552,27.78367060443028],[-82.72536940580235,27.783686496488162],[-82.72538924725488,27.78369995193907],[-82.72541108875397,27.78371068063789],[-82.72543446000209,27.78371845223088],[-82.72545885864668,27.783723098799136],[-82.72548375843915,27.783724521132513],[-82.7258488203198,27.783725182394978],[-82.72587305196518,27.78372668036012],[-82.72589672146088,27.78373153462497],[-82.72591924358255,27.78373962643863],[-82.72594006299859,27.78375075477435],[-82.72595866549044,27.783764645294625],[-82.72597459320774,27.78378095568527],[-82.72598745283311,27.783799282831882],[-82.7259969268268,27.78381917539424],[-82.72600278058299,27.783840141890316],[-82.72600487064292,27.783861665091553],[-82.72600811497654,27.78424672572419],[-82.72600597329276,27.784270595760336],[-82.72599920830493,27.7842937735721],[-82.72598802537969,27.784315556908396],[-82.72597276408978,27.784335284323532],[-82.72595388518012,27.784352358708492],[-82.72593196356164,27.784366261766486],[-82.72590766204486,27.784376571296793],[-82.7258817192665,27.784382976599428],[-82.7258549192742,27.784385282244674]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
152934933300040080,152934933300040080,"403 1ST AVE SW, LARGO FL 33770",GET,https://www.pcpao.gov/property/detail/print,"{""is_print"":[""1""],""s"":[""152934933300040080""]}","403 1ST AVE SW, LARGO FL 33770",LARGO,FL,33770,Pinellas,12003,7153,institutional,342915933300040080,34-29-15-93330-004-0080,simple-polygon,1,5,0.43,27.915677146218343,-82.79215396579626,"{""type"":""Polygon"",""coordinates"":[[[-82.79215396579626,27.915677146218343],[-82.79269378187774,27.915681384777557],[-82.79269779001206,27.91538542850081],[-82.79215816217447,27.915381169902844],[-82.79215396579626,27.915677146218343]]]}",https://egis.pinellas.gov/gis/rest/services/PublicWebGIS/Parcels/MapServer/1,2026-08-27T14:23:35.275Z
